x,y,case
0.038,-0.076,8.000
-0.113,0.226,8.000
-0.292,0.584,8.000
-0.034,0.068,8.000
-0.392,0.784,8.000
-0.170,0.341,8.000
0.020,-0.041,8.000
0.404,-0.808,8.000
0.019,-0.039,8.000
0.270,-0.541,8.000
0.212,-0.425,8.000
0.112,-0.225,8.000
-0.690,1.379,8.000
0.053,-0.107,8.000
-0.194,0.389,8.000
0.177,-0.353,8.000
-0.005,0.011,8.000
0.050,-0.100,8.000
-0.156,0.311,8.000
-0.284,0.568,8.000
0.153,-0.306,8.000
0.312,-0.624,8.000
0.148,-0.296,8.000
0.145,-0.289,8.000
-0.227,0.455,8.000
0.045,-0.090,8.000
0.388,-0.775,8.000
-0.048,0.095,8.000
-0.383,0.766,8.000
-0.155,0.309,8.000
-0.276,0.552,8.000
0.185,-0.369,8.000
-0.136,0.273,8.000
0.434,-0.868,8.000
0.438,-0.877,8.000
0.142,-0.284,8.000
-0.263,0.526,8.000
0.053,-0.105,8.000
0.031,-0.061,8.000
0.353,-0.706,8.000
-0.281,0.561,8.000
-0.140,0.280,8.000
-0.394,0.787,8.000
-0.190,0.380,8.000
0.426,-0.852,8.000
0.051,-0.101,8.000
-0.333,0.666,8.000
-0.008,0.016,8.000
0.004,-0.008,8.000
-0.405,0.811,8.000
-0.274,0.548,8.000
-0.041,0.082,8.000
-0.291,0.583,8.000
0.099,-0.197,8.000
-0.599,1.198,8.000
-0.328,0.655,8.000
-0.197,0.394,8.000
0.211,-0.422,8.000
-0.185,0.370,8.000
-0.112,0.224,8.000
0.206,-0.413,8.000
-0.110,0.220,8.000
-0.397,0.795,8.000
0.496,-0.992,8.000
-0.354,0.708,8.000
0.043,-0.086,8.000
-0.140,0.280,8.000
0.234,-0.468,8.000
-0.280,0.560,8.000
-0.185,0.369,8.000
0.519,-1.038,8.000
-0.102,0.204,8.000
-0.285,0.571,8.000
0.414,-0.828,8.000
0.424,-0.848,8.000
-0.284,0.568,8.000
0.244,-0.487,8.000
-0.297,0.595,8.000
-0.622,1.245,8.000
0.359,-0.718,8.000
0.547,-1.095,8.000
0.315,-0.629,8.000
-0.087,0.174,8.000
0.523,-1.045,8.000
0.104,-0.209,8.000
-0.110,0.220,8.000
0.029,-0.058,8.000
-0.009,0.018,8.000
0.166,-0.332,8.000
0.117,-0.234,8.000
0.106,-0.211,8.000
-0.176,0.351,8.000
0.098,-0.197,8.000
0.577,-1.153,8.000
0.118,-0.237,8.000
-0.372,0.743,8.000
-0.339,0.679,8.000
0.159,-0.318,8.000
0.371,-0.742,8.000
-0.067,0.134,8.000
-0.337,0.674,8.000
0.047,-0.093,8.000
-0.179,0.358,8.000
-0.179,0.359,8.000
0.332,-0.664,8.000
-0.288,0.575,8.000
-0.103,0.207,8.000
-0.168,0.335,8.000
0.706,-1.411,8.000
0.332,-0.664,8.000
0.001,-0.002,8.000
-0.728,1.457,8.000
0.135,-0.271,8.000
0.908,-1.816,8.000
0.174,-0.347,8.000
-0.713,1.427,8.000
0.129,-0.259,8.000
-0.147,0.294,8.000
0.503,-1.006,8.000
-0.291,0.582,8.000
-0.566,1.132,8.000
0.242,-0.484,8.000
-0.412,0.824,8.000
-0.315,0.630,8.000
0.285,-0.571,8.000
-0.180,0.359,8.000
0.074,-0.148,8.000
-0.272,0.544,8.000
0.284,-0.568,8.000
0.045,-0.090,8.000
0.020,-0.040,8.000
0.643,-1.286,8.000
-0.074,0.148,8.000
-0.144,0.288,8.000
-0.080,0.160,8.000
0.248,-0.495,8.000
-0.156,0.311,8.000
-0.006,0.012,8.000
-0.196,0.393,8.000
0.108,-0.217,8.000
0.052,-0.104,8.000
-0.074,0.147,8.000
0.192,-0.385,8.000
-0.071,0.143,8.000
-0.403,0.805,8.000
0.053,-0.106,8.000
-0.278,0.556,8.000
0.003,-0.006,8.000
0.556,-1.113,8.000
0.008,-0.016,8.000
0.088,-0.176,8.000
-0.031,0.061,8.000
0.338,-0.676,8.000
0.321,-0.641,8.000
0.132,-0.264,8.000
-0.192,0.384,8.000
-0.105,0.210,8.000
-0.168,0.336,8.000
-0.553,1.105,8.000
0.178,-0.355,8.000
0.383,-0.767,8.000
0.347,-0.694,8.000
0.103,-0.205,8.000
0.277,-0.553,8.000
0.361,-0.723,8.000
-0.270,0.541,8.000
-0.467,0.934,8.000
-0.037,0.075,8.000
0.507,-1.015,8.000
0.060,-0.120,8.000
-0.240,0.479,8.000
0.065,-0.129,8.000
-0.020,0.041,8.000
-0.389,0.778,8.000
0.064,-0.128,8.000
-0.258,0.516,8.000
0.069,-0.137,8.000
0.249,-0.498,8.000
0.043,-0.086,8.000
-0.195,0.389,8.000
0.661,-1.321,8.000
-0.151,0.302,8.000
-0.302,0.603,8.000
-0.414,0.828,8.000
-0.073,0.147,8.000
0.036,-0.072,8.000
0.094,-0.188,8.000
0.184,-0.368,8.000
0.206,-0.412,8.000
0.089,-0.178,8.000
-0.243,0.486,8.000
0.623,-1.246,8.000
0.066,-0.132,8.000
-0.284,0.568,8.000
-0.370,0.740,8.000
-0.126,0.251,8.000
-0.106,0.211,8.000
-0.560,1.120,8.000
0.017,-0.033,8.000
0.017,-0.033,8.000
-0.406,0.813,8.000
0.557,-1.114,8.000
0.927,-1.854,8.000
-0.338,0.676,8.000
-0.077,0.154,8.000
0.012,-0.025,8.000
-0.536,1.072,8.000
0.218,-0.437,8.000
-0.178,0.356,8.000
0.015,-0.030,8.000
0.124,-0.249,8.000
0.040,-0.079,8.000
-0.685,1.371,8.000
-0.693,1.387,8.000
0.100,-0.200,8.000
-0.213,0.426,8.000
-0.445,0.889,8.000
0.584,-1.168,8.000
-1.008,2.015,8.000
0.081,-0.162,8.000
-0.019,0.037,8.000
0.054,-0.108,8.000
-0.051,0.102,8.000
-0.375,0.749,8.000
-0.016,0.032,8.000
0.056,-0.111,8.000
0.345,-0.690,8.000
0.910,0.144,9.000
1.104,0.146,9.000
0.757,-0.020,9.000
0.943,-0.043,9.000
1.158,-0.008,9.000
1.137,0.034,9.000
0.806,0.062,9.000
0.843,0.119,9.000
1.035,0.103,9.000
0.992,0.044,9.000
0.935,0.108,9.000
0.975,0.245,9.000
1.233,0.101,9.000
1.029,0.188,9.000
1.110,0.180,9.000
0.987,0.238,9.000
1.099,0.216,9.000
0.908,0.379,9.000
1.064,0.219,9.000
1.034,0.310,9.000
1.067,0.205,9.000
0.863,0.234,9.000
0.954,0.536,9.000
1.078,0.406,9.000
0.912,0.205,9.000
1.003,0.616,9.000
1.022,0.356,9.000
0.934,0.387,9.000
0.937,0.244,9.000
0.997,0.275,9.000
0.973,0.165,9.000
0.964,0.379,9.000
0.973,0.203,9.000
1.068,0.380,9.000
0.820,0.361,9.000
1.006,0.383,9.000
1.035,0.474,9.000
0.875,0.484,9.000
0.720,0.454,9.000
0.886,0.571,9.000
0.840,0.330,9.000
0.995,0.668,9.000
0.761,0.541,9.000
0.811,0.579,9.000
0.697,0.404,9.000
0.801,0.505,9.000
0.638,0.635,9.000
0.809,0.608,9.000
0.846,0.552,9.000
0.776,0.598,9.000
0.865,0.651,9.000
0.867,0.740,9.000
0.743,0.786,9.000
0.700,0.720,9.000
0.723,0.635,9.000
0.911,0.557,9.000
0.749,0.577,9.000
0.626,0.577,9.000
0.791,0.663,9.000
0.436,0.812,9.000
0.847,0.583,9.000
0.845,0.835,9.000
0.665,0.666,9.000
0.526,0.647,9.000
0.786,0.756,9.000
0.631,0.660,9.000
0.699,0.712,9.000
0.633,0.676,9.000
0.599,0.630,9.000
0.632,0.742,9.000
0.753,0.866,9.000
0.584,0.891,9.000
0.567,0.771,9.000
0.585,0.798,9.000
0.596,0.745,9.000
0.552,0.932,9.000
0.710,0.863,9.000
0.531,0.802,9.000
0.670,0.915,9.000
0.470,0.615,9.000
0.572,0.979,9.000
0.511,0.725,9.000
0.417,0.828,9.000
0.523,0.833,9.000
0.543,1.009,9.000
0.399,0.900,9.000
0.333,0.753,9.000
0.513,0.913,9.000
0.540,0.944,9.000
0.532,1.019,9.000
0.512,0.921,9.000
0.397,0.891,9.000
0.584,0.820,9.000
0.420,0.891,9.000
0.514,0.836,9.000
0.401,0.817,9.000
0.415,0.801,9.000
0.327,1.112,9.000
0.467,0.885,9.000
0.313,0.906,9.000
0.381,1.279,9.000
0.338,0.904,9.000
0.102,1.054,9.000
0.116,0.904,9.000
0.367,0.818,9.000
0.330,1.002,9.000
0.214,0.943,9.000
0.117,1.044,9.000
0.185,0.961,9.000
-0.022,0.853,9.000
0.280,1.037,9.000
0.135,1.041,9.000
0.160,1.004,9.000
0.158,0.830,9.000
0.132,0.754,9.000
0.279,0.929,9.000
0.242,1.223,9.000
0.005,0.929,9.000
0.085,1.012,9.000
0.033,1.175,9.000
0.130,1.089,9.000
0.074,0.740,9.000
0.071,0.968,9.000
0.108,0.988,9.000
-0.079,0.776,9.000
0.069,0.909,9.000
0.180,1.172,9.000
0.051,1.032,9.000
0.050,0.895,9.000
-0.087,1.091,9.000
-0.150,1.042,9.000
-0.168,0.971,9.000
-0.012,1.073,9.000
0.126,1.121,9.000
-0.007,0.847,9.000
-0.175,0.933,9.000
-0.063,0.851,9.000
-0.189,0.973,9.000
-0.111,0.931,9.000
-0.291,0.770,9.000
-0.345,1.081,9.000
-0.074,0.843,9.000
-0.053,0.979,9.000
-0.129,1.037,9.000
-0.299,0.917,9.000
-0.233,1.120,9.000
-0.130,0.846,9.000
-0.389,0.773,9.000
-0.246,1.010,9.000
-0.383,1.037,9.000
-0.309,0.925,9.000
-0.306,0.972,9.000
-0.211,1.108,9.000
-0.295,1.004,9.000
-0.423,0.858,9.000
-0.433,0.923,9.000
-0.443,1.032,9.000
-0.379,0.942,9.000
-0.262,0.854,9.000
-0.359,0.913,9.000
-0.418,0.964,9.000
-0.290,1.016,9.000
-0.610,1.066,9.000
-0.604,0.840,9.000
-0.176,0.952,9.000
-0.462,0.840,9.000
-0.491,0.842,9.000
-0.650,0.822,9.000
-0.622,0.817,9.000
-0.588,0.855,9.000
-0.533,1.026,9.000
-0.453,0.900,9.000
-0.592,0.851,9.000
-0.773,0.875,9.000
-0.572,0.872,9.000
-0.580,0.778,9.000
-0.568,0.798,9.000
-0.559,0.845,9.000
-0.563,0.705,9.000
-0.691,0.767,9.000
-0.629,0.794,9.000
-0.595,0.741,9.000
-0.659,0.671,9.000
-0.690,0.727,9.000
-0.798,0.829,9.000
-0.595,0.591,9.000
-0.644,0.800,9.000
-0.519,0.839,9.000
-0.865,0.721,9.000
-0.743,0.785,9.000
-0.688,0.556,9.000
-0.961,0.809,9.000
-0.888,0.592,9.000
-0.718,0.645,9.000
-0.679,0.611,9.000
-0.632,0.636,9.000
-0.747,0.654,9.000
-0.760,0.644,9.000
-0.834,0.661,9.000
-0.789,0.687,9.000
-0.842,0.663,9.000
-0.728,0.784,9.000
-0.891,0.435,9.000
-0.915,0.657,9.000
-1.044,0.641,9.000
-0.969,0.595,9.000
-0.864,0.843,9.000
-1.001,0.526,9.000
-0.955,0.455,9.000
-0.722,0.497,9.000
-1.018,0.367,9.000
-1.003,0.490,9.000
-0.913,0.694,9.000
-0.832,0.380,9.000
-0.845,0.594,9.000
-0.941,0.424,9.000
-0.998,0.328,9.000
-0.819,0.522,9.000
-1.027,0.204,9.000
-0.863,0.406,9.000
-0.983,0.572,9.000
-0.833,0.205,9.000
-0.792,0.456,9.000
-0.904,0.365,9.000
-0.869,0.205,9.000
-0.869,0.226,9.000
-0.899,0.147,9.000
-0.929,0.142,9.000
-1.074,0.241,9.000
-0.760,0.350,9.000
-1.003,0.294,9.000
-0.958,0.353,9.000
-0.772,0.074,9.000
-1.022,-0.006,9.000
-1.181,0.249,9.000
-1.122,0.197,9.000
-1.174,0.153,9.000
-0.991,0.250,9.000
-0.887,0.248,9.000
-1.094,0.117,9.000
-1.061,0.128,9.000
-0.969,-0.046,9.000
-0.839,0.147,9.000
-1.073,0.047,9.000
-1.030,0.028,9.000
-1.009,0.191,9.000
-1.144,-0.124,9.000
-0.874,0.141,9.000
-1.142,-0.036,9.000
-1.085,0.054,9.000
-1.083,-0.189,9.000
-1.096,-0.211,9.000
-0.862,-0.027,9.000
-1.154,-0.078,9.000
-0.811,0.004,9.000
-0.846,0.051,9.000
-0.978,-0.054,9.000
-1.057,-0.055,9.000
-1.117,-0.143,9.000
-0.913,0.006,9.000
-1.068,-0.073,9.000
-0.823,0.039,9.000
-1.061,-0.157,9.000
-0.967,-0.159,9.000
-0.925,-0.342,9.000
-0.957,-0.102,9.000
-1.032,-0.214,9.000
-0.780,-0.319,9.000
-0.866,-0.097,9.000
-1.215,-0.181,9.000
-1.019,-0.324,9.000
-0.773,-0.292,9.000
-0.942,-0.466,9.000
-0.969,-0.250,9.000
-1.096,-0.382,9.000
-0.952,-0.281,9.000
-0.740,-0.545,9.000
-0.737,-0.299,9.000
-0.910,-0.358,9.000
-0.830,-0.374,9.000
-0.926,-0.580,9.000
-1.026,-0.210,9.000
-0.875,-0.385,9.000
-0.983,-0.380,9.000
-1.179,-0.419,9.000
-0.967,-0.302,9.000
-0.843,-0.467,9.000
-0.853,-0.533,9.000
-0.802,-0.298,9.000
-0.873,-0.584,9.000
-0.963,-0.537,9.000
-0.865,-0.619,9.000
-0.817,-0.561,9.000
-0.734,-0.519,9.000
-0.709,-0.460,9.000
-0.711,-0.500,9.000
-0.809,-0.517,9.000
-0.802,-0.582,9.000
-0.769,-0.507,9.000
-0.767,-0.606,9.000
-0.897,-0.589,9.000
-0.717,-0.765,9.000
-0.756,-0.655,9.000
-0.848,-0.567,9.000
-0.793,-0.486,9.000
-0.750,-0.567,9.000
-0.660,-0.834,9.000
-0.676,-0.729,9.000
-0.638,-0.460,9.000
-0.707,-0.583,9.000
-0.623,-0.680,9.000
-0.696,-0.820,9.000
-0.889,-0.638,9.000
-0.754,-0.718,9.000
-0.777,-0.766,9.000
-0.715,-0.813,9.000
-0.705,-0.841,9.000
-0.696,-0.759,9.000
-0.621,-0.878,9.000
-0.392,-0.668,9.000
-0.547,-0.658,9.000
-0.505,-0.800,9.000
-0.525,-0.810,9.000
-0.607,-0.792,9.000
-0.595,-0.636,9.000
-0.451,-0.941,9.000
-0.525,-0.774,9.000
-0.558,-0.836,9.000
-0.527,-0.817,9.000
-0.484,-0.874,9.000
-0.484,-0.803,9.000
-0.745,-0.932,9.000
-0.445,-0.906,9.000
-0.511,-0.899,9.000
-0.584,-0.803,9.000
-0.430,-0.850,9.000
-0.407,-0.777,9.000
-0.275,-0.758,9.000
-0.386,-0.936,9.000
-0.474,-0.914,9.000
-0.476,-0.948,9.000
-0.544,-0.942,9.000
-0.402,-0.927,9.000
-0.419,-1.007,9.000
-0.297,-1.020,9.000
-0.232,-0.870,9.000
-0.382,-0.723,9.000
-0.404,-0.864,9.000
-0.381,-0.877,9.000
-0.422,-0.709,9.000
-0.188,-0.936,9.000
-0.283,-0.875,9.000
-0.360,-1.107,9.000
-0.249,-1.109,9.000
-0.288,-0.957,9.000
-0.168,-0.976,9.000
-0.418,-0.767,9.000
-0.102,-0.893,9.000
-0.275,-1.027,9.000
-0.138,-1.010,9.000
-0.075,-0.923,9.000
-0.085,-1.036,9.000
-0.211,-0.872,9.000
-0.096,-0.993,9.000
-0.071,-1.078,9.000
0.005,-1.053,9.000
-0.031,-1.050,9.000
-0.089,-0.979,9.000
-0.043,-0.935,9.000
-0.041,-1.082,9.000
-0.035,-0.951,9.000
0.079,-0.859,9.000
0.042,-0.907,9.000
-0.077,-0.891,9.000
0.088,-1.052,9.000
0.051,-1.024,9.000
0.172,-0.921,9.000
0.155,-1.198,9.000
0.088,-1.112,9.000
0.047,-0.810,9.000
0.193,-1.014,9.000
0.065,-1.070,9.000
0.066,-1.227,9.000
0.066,-1.022,9.000
0.102,-1.009,9.000
0.077,-0.921,9.000
0.177,-0.906,9.000
0.167,-1.143,9.000
0.161,-0.926,9.000
0.103,-0.913,9.000
0.203,-0.991,9.000
0.423,-1.127,9.000
0.319,-0.896,9.000
0.259,-0.743,9.000
0.110,-1.089,9.000
0.336,-1.064,9.000
0.160,-0.953,9.000
0.258,-0.768,9.000
0.215,-0.995,9.000
0.417,-0.926,9.000
0.143,-0.996,9.000
0.424,-0.990,9.000
0.139,-0.915,9.000
0.425,-0.907,9.000
0.558,-0.961,9.000
0.585,-1.017,9.000
0.437,-0.846,9.000
0.453,-0.930,9.000
0.295,-0.855,9.000
0.375,-0.770,9.000
0.552,-0.948,9.000
0.421,-0.899,9.000
0.307,-0.714,9.000
0.373,-0.733,9.000
0.483,-0.814,9.000
0.563,-0.900,9.000
0.507,-0.951,9.000
0.526,-0.792,9.000
0.678,-0.976,9.000
0.616,-0.827,9.000
0.525,-0.788,9.000
0.659,-0.785,9.000
0.448,-0.802,9.000
0.514,-0.838,9.000
0.647,-0.943,9.000
0.591,-0.777,9.000
0.446,-0.744,9.000
0.541,-0.632,9.000
0.608,-0.789,9.000
0.592,-0.940,9.000
0.758,-0.641,9.000
0.684,-1.015,9.000
0.750,-0.685,9.000
0.739,-0.861,9.000
0.653,-0.668,9.000
0.707,-0.908,9.000
0.623,-0.655,9.000
0.904,-0.665,9.000
0.784,-0.814,9.000
0.439,-0.747,9.000
0.711,-0.807,9.000
0.824,-0.801,9.000
0.700,-0.546,9.000
0.728,-0.628,9.000
0.726,-0.535,9.000
0.992,-0.648,9.000
0.751,-0.652,9.000
0.643,-0.731,9.000
0.720,-0.670,9.000
0.686,-0.745,9.000
0.995,-0.573,9.000
0.714,-0.543,9.000
0.912,-0.592,9.000
0.857,-0.386,9.000
0.708,-0.581,9.000
0.939,-0.715,9.000
0.936,-0.520,9.000
0.836,-0.582,9.000
0.874,-0.509,9.000
0.719,-0.657,9.000
0.913,-0.421,9.000
0.742,-0.443,9.000
0.916,-0.419,9.000
0.880,-0.305,9.000
0.872,-0.617,9.000
0.765,-0.434,9.000
0.927,-0.394,9.000
1.127,-0.372,9.000
1.010,-0.397,9.000
1.036,-0.531,9.000
0.885,-0.364,9.000
0.916,-0.333,9.000
0.811,-0.299,9.000
1.074,-0.376,9.000
0.966,-0.301,9.000
0.967,-0.244,9.000
1.089,-0.322,9.000
0.887,-0.337,9.000
0.887,-0.307,9.000
0.977,-0.214,9.000
0.960,0.015,9.000
0.975,-0.125,9.000
0.999,-0.201,9.000
1.068,-0.256,9.000
0.909,-0.106,9.000
0.911,-0.091,9.000
0.995,-0.097,9.000
0.938,-0.142,9.000
0.971,-0.027,9.000
0.910,-0.076,9.000
1.015,-0.165,9.000
1.007,-0.209,9.000
0.927,-0.090,9.000
0.952,-0.078,9.000
0.968,-0.017,9.000
1.132,-0.083,9.000
1.008,0.057,9.000
1.180,-0.023,9.000
0.887,-0.009,9.000
1.127,0.030,9.000
-1.138,0.331,10.000
-1.764,0.726,10.000
-2.508,3.741,10.000
-1.828,1.017,10.000
-1.803,0.167,10.000
-2.130,1.658,10.000
-1.640,1.090,10.000
-1.985,0.855,10.000
-1.788,1.566,10.000
-1.586,1.280,10.000
-1.731,0.556,10.000
-1.088,0.037,10.000
-2.460,2.352,10.000
-2.053,1.741,10.000
-1.732,-0.041,10.000
-2.465,2.770,10.000
-2.497,2.942,10.000
-2.511,1.517,10.000
-2.634,3.897,10.000
-1.851,0.805,10.000
-2.242,2.209,10.000
-1.591,1.368,10.000
-1.721,0.630,10.000
-1.415,-0.274,10.000
-2.147,1.859,10.000
-1.865,1.014,10.000
-0.921,0.187,10.000
-1.947,1.113,10.000
-2.759,3.112,10.000
-1.709,1.220,10.000
-1.123,0.056,10.000
-2.644,2.924,10.000
-1.860,1.228,10.000
-1.903,0.926,10.000
-1.758,0.007,10.000
-2.304,2.352,10.000
-2.224,2.165,10.000
-1.159,0.024,10.000
-0.861,0.082,10.000
-1.442,0.140,10.000
-1.686,0.534,10.000
-1.918,1.004,10.000
-1.344,0.593,10.000
-1.192,-0.357,10.000
-2.418,2.630,10.000
-0.865,-0.199,10.000
-2.416,2.461,10.000
-0.936,-0.086,10.000
-1.312,-0.043,10.000
-1.656,0.423,10.000
-2.034,2.594,10.000
-1.761,0.645,10.000
-2.296,2.213,10.000
-1.588,0.853,10.000
-0.792,-0.262,10.000
-2.569,2.798,10.000
-1.839,0.963,10.000
-1.557,0.350,10.000
-1.535,0.827,10.000
-1.906,0.631,10.000
-1.414,0.916,10.000
-1.652,1.010,10.000
-1.789,0.706,10.000
-1.073,-0.255,10.000
-2.404,2.789,10.000
-1.977,1.116,10.000
-1.405,0.482,10.000
-0.662,-0.320,10.000
-0.880,-0.359,10.000
-0.561,0.276,10.000
-1.094,-0.289,10.000
-2.038,1.308,10.000
-1.211,0.061,10.000
-1.157,-0.054,10.000
-1.127,0.595,10.000
-1.226,0.097,10.000
-1.378,0.930,10.000
-1.586,0.500,10.000
-1.378,0.945,10.000
-1.770,0.831,10.000
-1.571,0.032,10.000
-1.292,-0.078,10.000
-1.261,0.552,10.000
-1.453,0.335,10.000
-2.010,1.698,10.000
-1.141,0.484,10.000
-0.739,-0.129,10.000
-1.224,-0.746,10.000
-1.776,0.613,10.000
-1.435,0.670,10.000
-1.468,0.357,10.000
-1.678,0.174,10.000
-1.319,0.628,10.000
-0.604,0.234,10.000
-1.028,0.343,10.000
-1.040,0.020,10.000
-1.134,0.146,10.000
-1.338,-0.328,10.000
-1.036,-0.229,10.000
-0.614,-0.461,10.000
-1.116,0.586,10.000
-1.486,0.416,10.000
-1.318,0.761,10.000
-0.836,0.376,10.000
-1.436,0.625,10.000
-0.791,-0.410,10.000
-1.597,0.634,10.000
-0.639,-0.109,10.000
-1.095,-0.244,10.000
-1.144,1.438,10.000
-1.367,0.335,10.000
-1.289,1.130,10.000
-0.755,-0.666,10.000
0.179,-1.208,10.000
-1.750,1.088,10.000
-0.910,0.515,10.000
-1.206,0.164,10.000
-1.042,0.162,10.000
-1.496,0.826,10.000
-0.836,0.502,10.000
-0.501,-1.329,10.000
-1.284,0.168,10.000
-1.082,-0.162,10.000
-0.563,-0.694,10.000
-0.744,-0.083,10.000
-0.500,0.186,10.000
-1.033,0.566,10.000
-0.415,-0.345,10.000
-1.320,0.830,10.000
-0.930,0.416,10.000
-0.426,-0.931,10.000
-1.242,0.311,10.000
-0.628,-1.398,10.000
-0.172,-0.305,10.000
-0.563,0.651,10.000
-0.634,-0.270,10.000
-0.160,-0.348,10.000
-0.258,-0.553,10.000
-0.511,-0.806,10.000
-0.659,-0.859,10.000
-0.529,-1.394,10.000
-0.769,-0.529,10.000
-0.604,0.071,10.000
-1.069,0.754,10.000
-0.725,-0.496,10.000
-1.554,0.981,10.000
-0.650,-0.099,10.000
-0.567,-0.556,10.000
-0.669,-0.677,10.000
-0.621,-0.434,10.000
-1.059,-0.329,10.000
-0.396,-0.480,10.000
-1.047,0.181,10.000
-0.837,-0.400,10.000
-1.138,0.945,10.000
-1.346,0.448,10.000
-1.040,-0.510,10.000
-1.735,1.741,10.000
-1.116,0.626,10.000
-0.694,-1.080,10.000
-0.813,-0.753,10.000
-0.182,-1.141,10.000
-1.007,0.166,10.000
-0.709,-0.469,10.000
-0.939,-0.359,10.000
-0.716,-0.856,10.000
-0.835,-0.340,10.000
-0.056,-0.197,10.000
0.016,-0.581,10.000
-0.067,-0.668,10.000
-0.665,-1.006,10.000
-0.924,0.464,10.000
-0.531,-0.459,10.000
-0.433,0.183,10.000
-0.664,-0.269,10.000
-0.840,0.530,10.000
-0.642,-0.415,10.000
-0.580,-0.830,10.000
0.060,-0.697,10.000
0.437,-0.308,10.000
-0.452,0.051,10.000
0.126,-0.630,10.000
-0.973,-0.320,10.000
0.348,-0.524,10.000
-0.196,-0.211,10.000
0.158,-1.335,10.000
-1.363,0.138,10.000
-0.287,-0.828,10.000
-0.677,-0.667,10.000
-1.238,1.042,10.000
-0.823,-0.777,10.000
-0.588,-0.727,10.000
0.035,-0.396,10.000
0.077,0.481,10.000
-0.060,-0.750,10.000
-0.076,-0.888,10.000
0.186,-0.052,10.000
-0.283,-0.530,10.000
-0.642,-1.325,10.000
-0.055,-0.485,10.000
-0.637,-0.724,10.000
-0.504,0.095,10.000
-0.329,-0.333,10.000
-0.911,0.070,10.000
0.126,-0.582,10.000
0.122,-0.519,10.000
-0.231,-1.023,10.000
-0.280,-0.669,10.000
0.102,-0.206,10.000
-0.354,0.872,10.000
-0.865,-0.461,10.000
-0.524,-1.127,10.000
-1.242,1.106,10.000
0.045,-0.709,10.000
0.166,-0.489,10.000
-0.858,-0.744,10.000
-0.034,-0.139,10.000
-0.486,0.516,10.000
-0.820,-0.101,10.000
-0.203,-0.683,10.000
-0.552,0.437,10.000
-0.658,-0.467,10.000
-0.104,-0.437,10.000
-0.796,-0.865,10.000
-0.380,-0.535,10.000
-0.517,-0.406,10.000
-0.995,0.195,10.000
-0.491,-1.558,10.000
0.819,-0.661,10.000
0.176,-1.505,10.000
-0.231,-0.686,10.000
0.133,-0.069,10.000
-0.820,-0.248,10.000
-0.235,-0.093,10.000
0.203,-0.271,10.000
-0.235,-0.889,10.000
0.941,-0.106,10.000
-0.268,-0.433,10.000
0.034,0.086,10.000
-0.065,-0.388,10.000
0.204,-0.413,10.000
-0.077,-0.276,10.000
0.755,-0.414,10.000
0.196,-0.373,10.000
0.490,-1.071,10.000
-0.232,-0.066,10.000
-0.380,-0.502,10.000
-0.701,-0.074,10.000
0.091,-0.339,10.000
-0.085,0.034,10.000
0.198,-0.151,10.000
-0.132,-0.146,10.000
-0.295,-0.655,10.000
-0.402,-0.062,10.000
0.091,-0.071,10.000
-0.230,-0.487,10.000
-0.554,-0.274,10.000
0.426,-0.532,10.000
-0.456,-0.264,10.000
-0.133,-0.231,10.000
0.759,-0.257,10.000
0.479,-0.709,10.000
1.117,0.289,10.000
0.072,0.596,10.000
0.504,-0.504,10.000
-0.025,-0.010,10.000
0.501,-0.376,10.000
0.176,0.354,10.000
0.300,-0.954,10.000
0.553,0.088,10.000
0.635,0.626,10.000
-0.039,-0.291,10.000
0.339,-0.920,10.000
0.281,-0.565,10.000
1.016,0.087,10.000
-0.164,-0.571,10.000
0.014,-0.912,10.000
0.301,0.342,10.000
-0.178,-0.069,10.000
0.452,-0.561,10.000
-0.280,-1.359,10.000
-0.062,-0.372,10.000
-0.606,0.336,10.000
-0.283,-0.872,10.000
0.546,0.043,10.000
0.735,-0.326,10.000
0.794,-0.062,10.000
0.279,-0.626,10.000
-0.233,-0.243,10.000
0.267,-0.301,10.000
0.491,-0.708,10.000
0.311,-0.526,10.000
0.472,0.107,10.000
0.587,-0.256,10.000
0.751,0.125,10.000
0.412,-0.344,10.000
0.589,-0.349,10.000
0.329,-0.250,10.000
1.104,0.021,10.000
0.555,-0.676,10.000
-0.665,-1.509,10.000
0.746,-0.484,10.000
0.516,-0.424,10.000
1.039,-0.300,10.000
0.132,-0.712,10.000
0.327,0.295,10.000
0.761,-0.067,10.000
0.273,-0.401,10.000
1.507,1.084,10.000
1.468,1.628,10.000
0.659,0.034,10.000
0.532,-0.104,10.000
0.632,-0.533,10.000
0.093,-0.874,10.000
-0.548,-0.163,10.000
1.079,0.135,10.000
0.258,-0.957,10.000
0.431,-0.695,10.000
0.754,0.512,10.000
0.379,-0.308,10.000
0.637,-0.354,10.000
0.739,0.408,10.000
0.683,0.186,10.000
0.410,-0.718,10.000
1.110,0.883,10.000
0.996,0.064,10.000
0.423,-0.864,10.000
0.180,-0.628,10.000
0.678,-0.274,10.000
0.506,0.038,10.000
0.600,0.187,10.000
0.191,-0.191,10.000
0.998,-0.306,10.000
1.134,0.445,10.000
0.452,0.378,10.000
0.421,-0.449,10.000
0.331,-0.731,10.000
0.250,-0.542,10.000
0.484,0.995,10.000
0.502,0.985,10.000
1.201,-0.570,10.000
1.427,-0.059,10.000
0.355,-0.591,10.000
